1,99002310,COM30,1,35,1
2,99002311,COM30,2,35,1
3,99002312,COM30,3,35,1
4,99002313,COM30,4,35,1
5,99002314,COM30,5,35,1
6,99002315,COM30,6,35,1
7,99002316,COM30,7,35,1
8,99002317,COM30,8,35,1
9,99002318,COM30,9,35,1
10,99002319,COM30,10,35,1
11,99002320,COM30,11,35,1
12,99002321,COM30,12,35,1
13,99002322,COM30,13,35,1
14,99002323,COM30,14,35,1
15,99002324,COM30,15,35,1
16,99002325,COM30,16,35,1
